0.020000 0.000011 0.047140 0.551125
0.044800 0.000016 0.047140 0.633321
0.069600 0.000029 0.047140 0.555103
0.094400 0.000088 0.047140 0.459051
0.119200 0.000247 0.047140 0.374404
0.144000 0.000725 0.047140 0.307325
0.168800 0.001957 0.047140 0.256750
0.193600 0.005073 0.047140 0.219873
0.218400 0.012153 0.047140 0.194063
0.243200 0.027228 0.047140 0.177422
0.268000 0.055713 0.047140 0.168942
0.292800 0.105218 0.047140 0.168620
0.317600 0.179328 0.047140 0.177796
0.342400 0.274705 0.047140 0.199973
0.367200 0.377062 0.047140 0.242711
0.392000 0.466871 0.047140 0.321685
0.416800 0.535124 0.047140 0.467059
0.441600 0.587011 0.047140 0.713049
0.466400 0.636486 0.047140 0.968888
0.491200 0.698791 0.047140 0.936104
0.516000 0.779798 0.047140 0.705266
0.540800 0.868719 0.047140 0.533002
0.565600 0.939141 0.047140 0.454371
0.590400 0.966442 0.047140 0.450520
0.615200 0.950893 0.047140 0.520990
0.640000 0.919652 0.047140 0.684474
0.664800 0.903337 0.047140 0.913787
0.689600 0.915347 0.047140 0.990989
0.714400 0.947277 0.047140 0.826745
0.739200 0.977018 0.047140 0.663276
0.764000 0.986129 0.047140 0.604044
0.788800 0.975479 0.047140 0.652460
0.813600 0.962369 0.047140 0.805144
0.838400 0.962267 0.047140 0.977377
0.863200 0.975329 0.047140 0.959027
0.888000 0.988989 0.047140 0.803762
0.912800 0.992152 0.047140 0.712149
0.937600 0.986385 0.047140 0.738411
0.962400 0.982093 0.047140 0.869858
0.987200 0.985504 0.047140 0.994467
1.012000 0.992625 0.047140 0.943500
1.036800 0.995854 0.047140 0.818607
1.061600 0.993709 0.047140 0.779349
1.086400 0.991423 0.047140 0.855053
1.111200 0.993020 0.047140 0.976558
1.136000 0.996465 0.047140 0.979558
1.160800 0.997655 0.047140 0.875693
1.185600 0.996371 0.047140 0.827217
1.210400 0.995728 0.047140 0.886242
1.235200 0.997092 0.047140 0.984964
1.260000 0.998552 0.047140 0.978050
1.284800 0.998455 0.047140 0.891401
1.309600 0.997797 0.047140 0.866283
1.334400 0.998108 0.047140 0.933556
1.359200 0.998999 0.047140 0.999093
1.384000 0.999231 0.047140 0.958051
1.408800 0.998882 0.047140 0.894565
1.433600 0.998903 0.047140 0.910535
1.458400 0.999369 0.047140 0.981245
1.483200 0.999573 0.047140 0.991049
1.508000 0.999405 0.047140 0.930981
1.532800 0.999391 0.047140 0.913178
1.557600 0.999637 0.047140 0.965364
1.582400 0.999753 0.047140 0.999598
1.607200 0.999666 0.047140 0.957597
1.632000 0.999668 0.047140 0.925502
1.656800 0.999804 0.047140 0.959684
1.681600 0.999854 0.047140 0.999580
1.706400 0.999805 0.047140 0.972727
1.731200 0.999823 0.047140 0.938236
1.756000 0.999898 0.047140 0.961221
1.780800 0.999909 0.047140 0.998734
1.805600 0.999885 0.047140 0.979936
1.830400 0.999908 0.047140 0.948334
1.855200 0.999945 0.047140 0.966476
1.880000 0.999941 0.047140 0.998911
1.904800 0.999933 0.047140 0.982469
1.929600 0.999954 0.047140 0.955837
1.954400 0.999967 0.047140 0.973416
1.979200 0.999960 0.047140 0.999667
2.004000 0.999963 0.047140 0.982287
2.028800 0.999976 0.047140 0.961846
2.053600 0.999977 0.047140 0.981004
2.078400 0.999973 0.047140 0.999976
2.103200 0.999979 0.047140 0.980619
2.128000 0.999984 0.047140 0.967603
2.152800 0.999982 0.047140 0.988470
2.177600 0.999982 0.047140 0.998904
2.202400 0.999986 0.047140 0.978570
2.227200 0.999987 0.047140 0.974050
2.252000 0.999985 0.047140 0.994861
2.276800 0.999987 0.047140 0.996012
2.301600 0.999988 0.047140 0.977378
2.326400 0.999987 0.047140 0.981490
2.351200 0.999987 0.047140 0.998997
2.376000 0.999987 0.047140 0.991688
2.400800 0.999987 0.047140 0.978252
2.425600 0.999985 0.047140 0.989306
2.450400 0.999985 0.047140 0.999894
2.475200 0.999984 0.047140 0.987229
2.500000 0.999981 0.047140 0.981890
